state,county,location,FIPS,county_gini,county_density,county_medianincome
Iowa,Clay,"Clay, Iowa",19041,0.4329,11.10377907,60162
Iowa,Clayton,"Clayton, Iowa",19043,0.4158,8.764586182,56076
Iowa,Clinton,"Clinton, Iowa",19045,0.4302,26.23486556,60528
Iowa,Crawford,"Crawford, Iowa",19047,0.4455,9.261827704,58874
Iowa,Dallas,"Dallas, Iowa",19049,0.4312,55.12878593,94467
Iowa,Davis,"Davis, Iowa",19051,0.4081,6.831137227,75730
Iowa,Decatur,"Decatur, Iowa",19053,0.4134,5.839279272,48666
Iowa,Delaware,"Delaware, Iowa",19055,0.4389,11.53463723,69767
Iowa,Des Moines,"Des Moines, Iowa",19057,0.4683,36.74252075,53917
Iowa,Dickinson,"Dickinson, Iowa",19059,0.4209,17.30620856,67949
Iowa,Dubuque,"Dubuque, Iowa",19061,0.447,61.44255068,73968
Iowa,Emmet,"Emmet, Iowa",19063,0.4192,9.315063516,52000
Iowa,Fayette,"Fayette, Iowa",19065,0.4417,10.52861836,56366
Iowa,Floyd,"Floyd, Iowa",19067,0.4324,12.23015567,59638
Iowa,Franklin,"Franklin, Iowa",19069,0.4259,6.796916751,60269
Iowa,Fremont,"Fremont, Iowa",19071,0.4032,5.263174731,68622
Iowa,Greene,"Greene, Iowa",19073,0.405,6.10247441,57737
Iowa,Grundy,"Grundy, Iowa",19075,0.3936,9.494553801,71652
Iowa,Guthrie,"Guthrie, Iowa",19077,0.4278,6.977844134,66112
Iowa,Hamilton,"Hamilton, Iowa",19079,0.4269,10.11524843,64292
Iowa,Hancock,"Hancock, Iowa",19081,0.3911,7.362253331,61544
Iowa,Hardin,"Hardin, Iowa",19083,0.4058,11.61542289,58126
Iowa,Harrison,"Harrison, Iowa",19085,0.4143,7.836261216,67433
Iowa,Henry,"Henry, Iowa",19087,0.3971,17.71515424,61112
Iowa,Howard,"Howard, Iowa",19089,0.3801,7.558112542,58857
Iowa,Humboldt,"Humboldt, Iowa",19091,0.4393,8.502999552,69252
Iowa,Ida,"Ida, Iowa",19093,0.4325,6.188261505,58792
Iowa,Iowa,"Iowa, Iowa",19095,0.4184,10.67013973,66613
Iowa,Jackson,"Jackson, Iowa",19097,0.4192,11.77365436,61307
Iowa,Jasper,"Jasper, Iowa",19099,0.4255,19.500879,65714
Iowa,Jefferson,"Jefferson, Iowa",19101,0.5068,16.025712,52763
Iowa,Johnson,"Johnson, Iowa",19103,0.4888,92.59088846,68664
Iowa,Jones,"Jones, Iowa",19105,0.3959,13.79608334,62810
Iowa,Keokuk,"Keokuk, Iowa",19107,0.4588,6.799743695,56843
Iowa,Kossuth,"Kossuth, Iowa",19109,0.41,5.983658257,62571
Iowa,Lee,"Lee, Iowa",19111,0.4289,25.76824008,56001
Iowa,Linn,"Linn, Iowa",19113,0.4406,119.5965626,70464
Iowa,Louisa,"Louisa, Iowa",19115,0.4171,10.7852898,64151
Iowa,Lucas,"Lucas, Iowa",19117,0.4435,7.708532684,64796
Iowa,Lyon,"Lyon, Iowa",19119,0.3619,7.732552439,70654
Iowa,Madison,"Madison, Iowa",19121,0.4156,10.93600046,82730
Iowa,Mahaska,"Mahaska, Iowa",19123,0.4404,15.02034603,62776
Iowa,Marion,"Marion, Iowa",19125,0.4213,23.12270871,69307
Iowa,Marshall,"Marshall, Iowa",19127,0.4087,27.15919211,63541
Iowa,Mills,"Mills, Iowa",19129,0.411,13.20181439,76917
Iowa,Mitchell,"Mitchell, Iowa",19131,0.4087,8.7494411,61719
Iowa,Monona,"Monona, Iowa",19133,0.4145,4.893087803,56394
Iowa,Monroe,"Monroe, Iowa",19135,0.3832,6.999781518,62014
Iowa,Montgomery,"Montgomery, Iowa",19137,0.4767,9.245217486,53399
Iowa,Muscatine,"Muscatine, Iowa",19139,0.4286,37.9089724,63519
Iowa,O'Brien,"O'Brien, Iowa",19141,0.3965,9.373015524,62959
Iowa,Osceola,"Osceola, Iowa",19143,0.3889,5.921980088,62624
Iowa,Page,"Page, Iowa",19145,0.4108,11.08843544,55317
Iowa,Palo Alto,"Palo Alto, Iowa",19147,0.4165,6.200391523,57866
Iowa,Plymouth,"Plymouth, Iowa",19149,0.4057,11.20455973,74002
Iowa,Pocahontas,"Pocahontas, Iowa",19151,0.4076,4.613901338,59634
Iowa,Polk,"Polk, Iowa",19153,0.432,320.0174034,73276
Iowa,Pottawattamie,"Pottawattamie, Iowa",19155,0.4249,37.9810442,66144
Iowa,Poweshiek,"Poweshiek, Iowa",19157,0.4844,12.28097258,60542
Iowa,Ringgold,"Ringgold, Iowa",19159,0.4161,3.593542221,52849
Iowa,Sac,"Sac, Iowa",19161,0.4383,6.625930765,66007
Iowa,Scott,"Scott, Iowa",19163,0.462,145.2145154,66443
Iowa,Shelby,"Shelby, Iowa",19165,0.4594,7.642585061,64534
Iowa,Sioux,"Sioux, Iowa",19167,0.3848,17.50981089,84283
Iowa,Story,"Story, Iowa",19169,0.4747,65.34233437,65137
Iowa,Tama,"Tama, Iowa",19171,0.4267,9.176343253,61660
Iowa,Taylor,"Taylor, Iowa",19173,0.3902,4.501244934,54458
Iowa,Union,"Union, Iowa",19175,0.4199,11.34942911,55698
Iowa,Van Buren,"Van Buren, Iowa",19177,0.4813,5.752416083,53210
Iowa,Wapello,"Wapello, Iowa",19179,0.4362,31.57485744,55297
Iowa,Warren,"Warren, Iowa",19181,0.3958,33.44528713,85704
Iowa,Washington,"Washington, Iowa",19183,0.3798,15.03038264,65761
Iowa,Wayne,"Wayne, Iowa",19185,0.4463,4.711928652,53282
Iowa,Webster,"Webster, Iowa",19187,0.4497,19.82923648,55183
Iowa,Winnebago,"Winnebago, Iowa",19189,0.4133,10.19125402,59949
Iowa,Winneshiek,"Winneshiek, Iowa",19191,0.4306,11.41847033,70482
Iowa,Woodbury,"Woodbury, Iowa",19193,0.4264,45.29299731,60110
Iowa,Worth,"Worth, Iowa",19195,0.3979,7.226567749,64965
Iowa,Wright,"Wright, Iowa",19197,0.4248,8.517437047,61072
Kansas,Allen,"Allen, Kansas",20001,0.4012,9.747146923,50794
Kansas,Anderson,"Anderson, Kansas",20003,0.4492,5.230212046,57068
Kansas,Atchison,"Atchison, Kansas",20005,0.4126,14.65251573,57445
Kansas,Barber,"Barber, Kansas",20007,0.4805,1.611380319,56344
Kansas,Barton,"Barton, Kansas",20009,0.4271,11.5542922,54236
Kansas,Bourbon,"Bourbon, Kansas",20011,0.4243,8.932705769,51355
Kansas,Brown,"Brown, Kansas",20013,0.4107,6.536133047,52446
Kansas,Butler,"Butler, Kansas",20015,0.4077,17.95065849,71826
Kansas,Chase,"Chase, Kansas",20017,0.4341,1.321045619,57415
Kansas,Chautauqua,"Chautauqua, Kansas",20019,0.4308,2.034817149,46986
Kansas,Cherokee,"Cherokee, Kansas",20021,0.4029,13.35991581,51353
Kansas,Cheyenne,"Cheyenne, Kansas",20023,0.4748,1.013438597,49281
Kansas,Clark,"Clark, Kansas",20025,0.4083,0.813294675,58699
Kansas,Clay,"Clay, Kansas",20027,0.4006,4.871615365,59343
Kansas,Cloud,"Cloud, Kansas",20029,0.4081,4.890089966,50176
Kansas,Coffey,"Coffey, Kansas",20031,0.4114,5.109557631,64991
Kansas,Comanche,"Comanche, Kansas",20033,0.3857,0.871830565,51548
Kansas,Cowley,"Cowley, Kansas",20035,0.4682,12.20689123,51699
Kansas,Crawford,"Crawford, Kansas",20037,0.468,25.60264884,47718
Kansas,Decatur,"Decatur, Kansas",20039,0.4286,1.244923019,49062
Kansas,Dickinson,"Dickinson, Kansas",20041,0.4432,8.662222525,60693
Kansas,Doniphan,"Doniphan, Kansas",20043,0.4368,7.590969279,59400
Kansas,Douglas,"Douglas, Kansas",20045,0.4588,101.0833249,59763
Kansas,Edwards,"Edwards, Kansas",20047,0.3976,1.81598148,40896
Kansas,Elk,"Elk, Kansas",20049,0.4281,1.53538511,45405
Kansas,Ellis,"Ellis, Kansas",20051,0.5148,12.38993784,58846
Kansas,Ellsworth,"Ellsworth, Kansas",20053,0.3888,3.395507757,59368
Kansas,Finney,"Finney, Kansas",20055,0.4087,10.95945138,62157
Kansas,Ford,"Ford, Kansas",20057,0.4148,12.12300932,67105
Kansas,Franklin,"Franklin, Kansas",20059,0.3875,17.26231922,64136
Kansas,Geary,"Geary, Kansas",20061,0.3922,35.02556585,54104
Kansas,Gove,"Gove, Kansas",20063,0.4072,0.943579106,58442
Kansas,Graham,"Graham, Kansas",20065,0.4096,1.093601149,49884
Kansas,Grant,"Grant, Kansas",20067,0.4402,5.115714933,64425
Kansas,Gray,"Gray, Kansas",20069,0.3887,2.682686448,69219
Kansas,Greeley,"Greeley, Kansas",20071,0.4028,0.595220999,65448
Kansas,Greenwood,"Greenwood, Kansas",20073,0.4567,2.07892651,50157
Kansas,Hamilton,"Hamilton, Kansas",20075,0.3848,1.013577,61066
Kansas,Harper,"Harper, Kansas",20077,0.4224,2.733593392,49103
Kansas,Harvey,"Harvey, Kansas",20079,0.393,24.71813981,65989
Kansas,Haskell,"Haskell, Kansas",20081,0.4519,2.705629722,66245
Kansas,Hodgeman,"Hodgeman, Kansas",20083,0.3389,0.826984606,65042
Kansas,Jackson,"Jackson, Kansas",20085,0.3782,7.835959798,54623
Kansas,Jefferson,"Jefferson, Kansas",20087,0.3946,13.69330407,73702
Kansas,Jewell,"Jewell, Kansas",20089,0.4749,1.237263753,52362
Kansas,Johnson,"Johnson, Kansas",20091,0.4433,477.3188482,93220
Kansas,Kearny,"Kearny, Kansas",20093,0.3753,1.743915297,76518
Kansas,Kingman,"Kingman, Kansas",20095,0.415,3.340637513,58917
Kansas,Kiowa,"Kiowa, Kansas",20097,0.367,1.349627327,55600
Kansas,Labette,"Labette, Kansas",20099,0.4257,12.18442316,49185
Kansas,Lane,"Lane, Kansas",20101,0.4437,0.883707806,61506
Kansas,Leavenworth,"Leavenworth, Kansas",20103,0.4125,66.68979644,81325
Kansas,Lincoln,"Lincoln, Kansas",20105,0.4117,1.662170248,53199
Kansas,Linn,"Linn, Kansas",20107,0.4558,6.261931225,57104
Kansas,Logan,"Logan, Kansas",20109,0.4456,1.011140639,61365
Kansas,Lyon,"Lyon, Kansas",20111,0.4313,15.17048729,51420
Kansas,Marion,"Marion, Kansas",20115,0.426,4.91960919,56983
Kansas,Marshall,"Marshall, Kansas",20117,0.4376,4.202549527,55737
Kansas,McPherson,"McPherson, Kansas",20113,0.4126,12.30581098,64853
Kansas,Meade,"Meade, Kansas",20119,0.5426,1.682047343,68909
Kansas,Miami,"Miami, Kansas",20121,0.4095,22.21024227,77550
Kansas,Mitchell,"Mitchell, Kansas",20123,0.418,3.423133399,59001
Kansas,Montgomery,"Montgomery, Kansas",20125,0.4338,19.7792301,49251
Kansas,Morris,"Morris, Kansas",20127,0.4416,3.090626674,53808
Kansas,Morton,"Morton, Kansas",20129,0.3875,1.501591773,57476
Kansas,Nemaha,"Nemaha, Kansas",20131,0.4483,5.43773105,68755
Kansas,Neosho,"Neosho, Kansas",20133,0.4181,10.89445191,51056
Kansas,Ness,"Ness, Kansas",20135,0.391,1.06158934,57269
Kansas,Norton,"Norton, Kansas",20137,0.4752,2.412358825,52131
Kansas,Osage,"Osage, Kansas",20139,0.3892,8.691733943,63166
Kansas,Osborne,"Osborne, Kansas",20141,0.4405,1.558657342,52866
Kansas,Ottawa,"Ottawa, Kansas",20143,0.4414,3.161757751,58366
Kansas,Pawnee,"Pawnee, Kansas",20145,0.4251,3.434292967,54004
Kansas,Phillips,"Phillips, Kansas",20147,0.4255,2.357047716,54720
Kansas,Pottawatomie,"Pottawatomie, Kansas",20149,0.3936,10.81224348,78296
Kansas,Pratt,"Pratt, Kansas",20151,0.4392,5.033247832,58506
Kansas,Rawlins,"Rawlins, Kansas",20153,0.422,0.90584952,49823
Kansas,Reno,"Reno, Kansas",20155,0.4344,19.40502446,52121
Kansas,Republic,"Republic, Kansas",20157,0.4143,2.522068827,50131
Kansas,Rice,"Rice, Kansas",20159,0.4217,5.189969677,58384
Kansas,Riley,"Riley, Kansas",20161,0.4796,47.68079694,57144
Kansas,Rooks,"Rooks, Kansas",20163,0.3755,2.218990522,51957
Kansas,Rush,"Rush, Kansas",20165,0.4848,1.668641256,53110
Kansas,Russell,"Russell, Kansas",20167,0.4422,3.039553587,48071
Kansas,Saline,"Saline, Kansas",20169,0.4384,29.47167687,57643
Kansas,Scott,"Scott, Kansas",20171,0.4511,2.662847404,66233
Kansas,Sedgwick,"Sedgwick, Kansas",20173,0.4575,198.2078776,60540
Kansas,Seward,"Seward, Kansas",20175,0.3944,13.69716362,61897
Kansas,Shawnee,"Shawnee, Kansas",20177,0.441,126.5335231,56625
Kansas,Sheridan,"Sheridan, Kansas",20179,0.4781,1.079931148,58786
Kansas,Sherman,"Sherman, Kansas",20181,0.4548,2.181198713,54207
Kansas,Smith,"Smith, Kansas",20183,0.432,1.579395489,49756
Kansas,Stafford,"Stafford, Kansas",20185,0.4292,2.054217141,52542
Kansas,Stanton,"Stanton, Kansas",20187,0.4529,1.170759906,65457
Kansas,Stevens,"Stevens, Kansas",20189,0.3676,3.018694584,64368
Kansas,Sumner,"Sumner, Kansas",20191,0.4072,7.583249161,58342
Kansas,Thomas,"Thomas, Kansas",20193,0.4535,2.810925259,61169
Kansas,Trego,"Trego, Kansas",20195,0.4116,1.240598197,56619
Kansas,Wabaunsee,"Wabaunsee, Kansas",20197,0.3818,3.348043622,72031
Kansas,Wallace,"Wallace, Kansas",20199,0.4009,0.665582497,59241
Kansas,Washington,"Washington, Kansas",20201,0.4141,2.384118733,55590
Kansas,Wichita,"Wichita, Kansas",20203,0.4092,1.151483051,58549
Kansas,Wilson,"Wilson, Kansas",20205,0.4664,5.942943942,46829
Kansas,Woodson,"Woodson, Kansas",20207,0.4293,2.458613973,41706
Kansas,Wyandotte,"Wyandotte, Kansas",20209,0.4285,418.4522062,54943
Kentucky,Adair,"Adair, Kentucky",21001,0.4617,18.33015572,42112
Kentucky,Allen,"Allen, Kentucky",21003,0.4486,23.31589108,51485
Kentucky,Anderson,"Anderson, Kentucky",21005,0.4261,42.43425602,67773
Kentucky,Ballard,"Ballard, Kentucky",21007,0.481,12.65273497,53491
Kentucky,Barren,"Barren, Kentucky",21009,0.4589,34.5887888,49245
Kentucky,Bath,"Bath, Kentucky",21011,0.5346,16.98977355,43410
Kentucky,Bell,"Bell, Kentucky",21013,0.4736,29.23546513,31033
Kentucky,Boone,"Boone, Kentucky",21015,0.3935,202.3834146,85284
Kentucky,Bourbon,"Bourbon, Kentucky",21017,0.4646,26.84294204,58304
Kentucky,Boyd,"Boyd, Kentucky",21019,0.4621,116.1466556,48979
Kentucky,Boyle,"Boyle, Kentucky",21021,0.4576,64.03928685,52940
Kentucky,Bracken,"Bracken, Kentucky",21023,0.4246,15.81994256,55347
Kentucky,Breathitt,"Breathitt, Kentucky",21025,0.4949,10.28421391,33005
Kentucky,Breckinridge,"Breckinridge, Kentucky",21027,0.4469,13.60626856,50012
Kentucky,Bullitt,"Bullitt, Kentucky",21029,0.3883,103.2955927,68630
Kentucky,Butler,"Butler, Kentucky",21031,0.4338,11.54886161,49288
Kentucky,Caldwell,"Caldwell, Kentucky",21033,0.4798,14.25192729,46240
Kentucky,Calloway,"Calloway, Kentucky",21035,0.4708,38.88396268,49263
Kentucky,Campbell,"Campbell, Kentucky",21037,0.4839,235.395229,71245
Kentucky,Carlisle,"Carlisle, Kentucky",21039,0.521,9.866558938,56804
Kentucky,Carroll,"Carroll, Kentucky",21041,0.4836,32.16556487,49814
Kentucky,Carter,"Carter, Kentucky",21043,0.5263,25.73102982,43538
Kentucky,Casey,"Casey, Kentucky",21045,0.4693,13.72881922,38320
Kentucky,Christian,"Christian, Kentucky",21047,0.4925,38.88576193,48416
Kentucky,Clark,"Clark, Kentucky",21049,0.4719,54.85553722,60774
Kentucky,Clay,"Clay, Kentucky",21051,0.4672,16.96542072,30700
Kentucky,Clinton,"Clinton, Kentucky",21053,0.4769,19.98726953,36865
Kentucky,Crittenden,"Crittenden, Kentucky",21055,0.4577,9.742567724,46263
Kentucky,Cumberland,"Cumberland, Kentucky",21057,0.4878,8.492596421,39511
Kentucky,Daviess,"Daviess, Kentucky",21059,0.4651,84.17676813,59304
Kentucky,Edmonson,"Edmonson, Kentucky",21061,0.4234,15.45250458,47734
Kentucky,Elliott,"Elliott, Kentucky",21063,0.4281,12.38625284,34491
Kentucky,Estill,"Estill, Kentucky",21065,0.4651,21.8349095,41843
Kentucky,Fayette,"Fayette, Kentucky",21067,0.4912,433.8783812,61269
Kentucky,Fleming,"Fleming, Kentucky",21069,0.4446,16.03917638,50025
Kentucky,Floyd,"Floyd, Kentucky",21071,0.4744,36.25164412,36253
Kentucky,Franklin,"Franklin, Kentucky",21073,0.437,93.4339071,60517
Kentucky,Fulton,"Fulton, Kentucky",21075,0.4282,11.64318162,35630
Kentucky,Gallatin,"Gallatin, Kentucky",21077,0.4003,34.16949365,57345
Kentucky,Garrard,"Garrard, Kentucky",21079,0.4414,29.0761375,54882
Kentucky,Grant,"Grant, Kentucky",21081,0.4255,37.28883301,61078
Kentucky,Graves,"Graves, Kentucky",21083,0.4746,26.09718483,49668
Kentucky,Grayson,"Grayson, Kentucky",21085,0.4811,20.21768556,45695
Kentucky,Green,"Green, Kentucky",21087,0.5097,14.87858376,42569
Kentucky,Greenup,"Greenup, Kentucky",21089,0.4649,40.08840324,54292
Kentucky,Hancock,"Hancock, Kentucky",21091,0.3865,17.93766824,60897
Kentucky,Hardin,"Hardin, Kentucky",21093,0.4554,66.94972341,61224
Kentucky,Harlan,"Harlan, Kentucky",21095,0.4917,22.48991942,31116
Kentucky,Harrison,"Harrison, Kentucky",21097,0.4542,23.5230933,58535
Kentucky,Hart,"Hart, Kentucky",21099,0.4576,17.43235989,50074
Kentucky,Henderson,"Henderson, Kentucky",21101,0.4414,40.81079235,56142
Kentucky,Henry,"Henry, Kentucky",21103,0.499,21.32703228,56593
Kentucky,Hickman,"Hickman, Kentucky",21105,0.5196,7.279820792,49328
Kentucky,Hopkins,"Hopkins, Kentucky",21107,0.4388,32.52551379,49883
Kentucky,Jackson,"Jackson, Kentucky",21109,0.4418,14.95775337,36997
Kentucky,Jefferson,"Jefferson, Kentucky",21111,0.4748,778.0698343,60636
Kentucky,Jessamine,"Jessamine, Kentucky",21113,0.4971,117.5630452,61652
Kentucky,Johnson,"Johnson, Kentucky",21115,0.4724,33.66765309,41013
Kentucky,Kenton,"Kenton, Kentucky",21117,0.4511,396.7181937,70693
Kentucky,Knott,"Knott, Kentucky",21119,0.4426,17.03924339,34051
Kentucky,Knox,"Knox, Kentucky",21121,0.5503,31.45054702,32646
Kentucky,Larue,"Larue, Kentucky",21123,0.4187,20.89697527,54470
Kentucky,Laurel,"Laurel, Kentucky",21125,0.4684,53.53987233,48950
Kentucky,Lawrence,"Lawrence, Kentucky",21127,0.4888,14.66293087,42750
Kentucky,Lee,"Lee, Kentucky",21129,0.5185,12.48007927,29143
Kentucky,Leslie,"Leslie, Kentucky",21131,0.4207,10.08662946,32682
Kentucky,Letcher,"Letcher, Kentucky",21133,0.508,25.90845342,34897
Kentucky,Lewis,"Lewis, Kentucky",21135,0.4752,10.78726509,40508
Kentucky,Lincoln,"Lincoln, Kentucky",21137,0.4161,28.37157269,44399
Kentucky,Livingston,"Livingston, Kentucky",21139,0.4794,11.42171308,48371
Kentucky,Logan,"Logan, Kentucky",21141,0.4248,18.77258386,53519
Kentucky,Lyon,"Lyon, Kentucky",21143,0.411,14.7802121,56445
Kentucky,Madison,"Madison, Kentucky",21151,0.4585,79.18923969,54498
Kentucky,Magoffin,"Magoffin, Kentucky",21153,0.5147,15.85496055,34423
Kentucky,Marion,"Marion, Kentucky",21155,0.4152,21.64635424,51523
Kentucky,Marshall,"Marshall, Kentucky",21157,0.4399,39.94224602,57802
Kentucky,Martin,"Martin, Kentucky",21159,0.4793,20.04174147,29387
Kentucky,Mason,"Mason, Kentucky",21161,0.5256,27.58053737,49924
Kentucky,McCracken,"McCracken, Kentucky",21145,0.4952,101.3342058,60504
Kentucky,McCreary,"McCreary, Kentucky",21147,0.4556,15.95325956,32938
Kentucky,McLean,"McLean, Kentucky",21149,0.4415,14.2667498,53102
Kentucky,Meade,"Meade, Kentucky",21163,0.4208,35.80829015,58839
Kentucky,Menifee,"Menifee, Kentucky",21165,0.4139,12.14717282,38928
Kentucky,Mercer,"Mercer, Kentucky",21167,0.4202,33.35473342,53336
Kentucky,Metcalfe,"Metcalfe, Kentucky",21169,0.4272,13.33542593,42755
Kentucky,Monroe,"Monroe, Kentucky",21171,0.5038,12.4633622,41638
Kentucky,Montgomery,"Montgomery, Kentucky",21173,0.4031,54.30880936,51831
Kentucky,Morgan,"Morgan, Kentucky",21175,0.4807,13.45842234,47131
Kentucky,Muhlenberg,"Muhlenberg, Kentucky",21177,0.4993,25.67719612,45883
Kentucky,Nelson,"Nelson, Kentucky",21179,0.435,41.97326654,62036
Kentucky,Nicholas,"Nicholas, Kentucky",21181,0.4294,14.04646094,46547
Kentucky,Ohio,"Ohio, Kentucky",21183,0.4419,15.82514916,55432
Kentucky,Oldham,"Oldham, Kentucky",21185,0.4359,134.8063456,109181
Kentucky,Owen,"Owen, Kentucky",21187,0.4507,11.81153494,55321
Kentucky,Owsley,"Owsley, Kentucky",21189,0.48,8.729023441,29365
Kentucky,Pendleton,"Pendleton, Kentucky",21191,0.4416,20.2274497,56036
Kentucky,Perry,"Perry, Kentucky",21193,0.5218,30.59418111,36528
Kentucky,Pike,"Pike, Kentucky",21195,0.5116,29.68313316,38066
Kentucky,Powell,"Powell, Kentucky",21197,0.4632,26.57916715,40116
Kentucky,Pulaski,"Pulaski, Kentucky",21199,0.5192,37.61562899,45532
Kentucky,Robertson,"Robertson, Kentucky",21201,0.501,8.280686349,51177
Kentucky,Rockcastle,"Rockcastle, Kentucky",21203,0.508,20.52438963,43378
Kentucky,Rowan,"Rowan, Kentucky",21205,0.5107,33.80245019,52451
Kentucky,Russell,"Russell, Kentucky",21207,0.4487,27.02947483,40454
Kentucky,Scott,"Scott, Kentucky",21209,0.4039,73.33424745,71961
Kentucky,Shelby,"Shelby, Kentucky",21211,0.4351,47.56735556,72524
Kentucky,Simpson,"Simpson, Kentucky",21213,0.4049,29.77797972,58531
Kentucky,Spencer,"Spencer, Kentucky",21215,0.3822,37.72896853,91160
Kentucky,Taylor,"Taylor, Kentucky",21217,0.4431,36.96236602,50258
Kentucky,Todd,"Todd, Kentucky",21219,0.4789,12.73252536,51189
Kentucky,Trigg,"Trigg, Kentucky",21221,0.4425,12.54244908,52511
Kentucky,Trimble,"Trimble, Kentucky",21223,0.4158,21.99016694,62902
Kentucky,Union,"Union, Kentucky",21225,0.4057,16.66905409,50862
Kentucky,Warren,"Warren, Kentucky",21227,0.489,90.10818904,59223
Kentucky,Washington,"Washington, Kentucky",21229,0.4309,15.62616521,64733
Kentucky,Wayne,"Wayne, Kentucky",21231,0.4989,17.36678404,38651
Kentucky,Webster,"Webster, Kentucky",21233,0.4462,15.29416243,52575
Kentucky,Whitley,"Whitley, Kentucky",21235,0.472,31.82517611,37530
Kentucky,Wolfe,"Wolfe, Kentucky",21237,0.4121,12.55259004,34749
Kentucky,Woodford,"Woodford, Kentucky",21239,0.4057,53.00114511,76942
Louisiana,Acadia,"Acadia, Louisiana",22001,0.4756,36.87236211,44648
Louisiana,Allen,"Allen, Louisiana",22003,0.4603,13.00552965,43192
Louisiana,Ascension,"Ascension, Louisiana",22005,0.4132,161.3021959,75498
Louisiana,Assumption,"Assumption, Louisiana",22007,0.4907,25.89877241,42404
Louisiana,Avoyelles,"Avoyelles, Louisiana",22009,0.5051,18.9711161,38567
Louisiana,Beauregard,"Beauregard, Louisiana",22011,0.4388,12.26632947,59550
Louisiana,Bienville,"Bienville, Louisiana",22013,0.4764,6.504831559,38093
Louisiana,Bossier,"Bossier, Louisiana",22015,0.4668,57.95449905,61225
Louisiana,Caddo,"Caddo, Louisiana",22017,0.5273,109.1141448,44968
Louisiana,Calcasieu,"Calcasieu, Louisiana",22019,0.4753,72.62153265,57667
Louisiana,Caldwell,"Caldwell, Louisiana",22021,0.5466,7.289798969,39079
Louisiana,Cameron,"Cameron, Louisiana",22023,0.4122,2.063828365,62457
Louisiana,Catahoula,"Catahoula, Louisiana",22025,0.4691,5.394858883,38006
Louisiana,Claiborne,"Claiborne, Louisiana",22027,0.51,8.261874246,36115
Louisiana,Concordia,"Concordia, Louisiana",22029,0.5336,11.09090819,36821
Louisiana,De Soto,"De Soto, Louisiana",22031,0.4943,11.99008553,48007
Louisiana,East Baton Rouge,"East Baton Rouge, Louisiana",22033,0.5109,376.5643735,51746
Louisiana,East Carroll,"East Carroll, Louisiana",22035,0.686,6.63070011,30288
Louisiana,East Feliciana,"East Feliciana, Louisiana",22037,0.4852,16.60468344,51296
Louisiana,Evangeline,"Evangeline, Louisiana",22039,0.4923,19.60644704,37707
Louisiana,Franklin,"Franklin, Louisiana",22041,0.4979,12.5625307,38439
Louisiana,Grant,"Grant, Louisiana",22043,0.4374,13.41875837,50979
Louisiana,Iberia,"Iberia, Louisiana",22045,0.4638,48.88778944,47391
Louisiana,Iberville,"Iberville, Louisiana",22047,0.4671,20.56865747,47942
Louisiana,Jackson,"Jackson, Louisiana",22049,0.4682,10.80317751,45481
Louisiana,Jefferson Davis,"Jefferson Davis, Louisiana",22053,0.4807,18.65235746,48709
Louisiana,Jefferson,"Jefferson, Louisiana",22051,0.4808,568.4608792,56080
Louisiana,Lafayette,"Lafayette, Louisiana",22055,0.4959,344.9383309,59062
Louisiana,Lafourche,"Lafourche, Louisiana",22057,0.4789,35.4943687,58740
Louisiana,LaSalle,"LaSalle, Louisiana",22059,0.4582,9.239609885,47205
Louisiana,Lincoln,"Lincoln, Louisiana",22061,0.5231,38.75901342,40384
Louisiana,Livingston,"Livingston, Louisiana",22063,0.402,82.27008668,71605
Louisiana,Madison,"Madison, Louisiana",22065,0.503,7.093740468,33619
Louisiana,Morehouse,"Morehouse, Louisiana",22067,0.4924,12.62446152,36998
Louisiana,Natchitoches,"Natchitoches, Louisiana",22069,0.5312,12.01309757,43381
Louisiana,Orleans,"Orleans, Louisiana",22071,0.5638,887.9442128,46188
Louisiana,Ouachita,"Ouachita, Louisiana",22073,0.5203,98.72412134,47737
Louisiana,Plaquemines,"Plaquemines, Louisiana",22075,0.4706,11.56468855,68765
Louisiana,Pointe Coupee,"Pointe Coupee, Louisiana",22077,0.5078,15.35347669,51988
Louisiana,Rapides,"Rapides, Louisiana",22079,0.4827,38.46738735,47316
Louisiana,Red River,"Red River, Louisiana",22081,0.4528,8.551783642,40724
Louisiana,Richland,"Richland, Louisiana",22083,0.4886,14.22468189,39804
Louisiana,Sabine,"Sabine, Louisiana",22085,0.4956,10.73135837,44952
Louisiana,St. Bernard,"St. Bernard, Louisiana",22087,0.467,46.73374091,46938
Louisiana,St. Charles,"St. Charles, Louisiana",22089,0.4403,73.29353389,70224
Louisiana,St. Helena,"St. Helena, Louisiana",22091,0.4901,9.842380269,41937
Louisiana,St. James,"St. James, Louisiana",22093,0.4422,34.13874236,60466
Louisiana,St. John the Baptist,"St. John the Baptist, Louisiana",22095,0.4471,78.26893586,58548
Louisiana,St. Landry,"St. Landry, Louisiana",22097,0.4933,34.87325247,39806
Louisiana,St. Martin,"St. Martin, Louisiana",22099,0.4689,28.15151992,49271
Louisiana,St. Mary,"St. Mary, Louisiana",22101,0.4784,35.95261205,42757
Louisiana,St. Tammany,"St. Tammany, Louisiana",22103,0.4636,115.0206595,68616
Louisiana,Tangipahoa,"Tangipahoa, Louisiana",22105,0.4855,63.67638823,51596
